gene_id	transcript_id
SIPA1	rna-XM_036077617.1
SIPA1	rna-XR_004912576.1
SIPA1	MSTRG.16751.1
SIPA1	MSTRG.16750.3
SIPA1L1	rna-XM_036096642.1
SIPA1L1	rna-XM_036096574.1
SIPA1L1	rna-XM_036096709.1
SIPA1L1	rna-XM_036096870.1
SIPA1L1	rna-XM_036096785.1
SIPA1L1	rna-XM_036096929.1
SIPA1L1	MSTRG.30.13
SIPA1L1	MSTRG.30.8
SIPA1L1	MSTRG.30.7
SIPA1L1	MSTRG.30.14
SIPA1L1	MSTRG.30.15
SIPA1L1	MSTRG.30.20
SIPA1L2	rna-XM_036087311.1
SIPA1L2	rna-XM_036087310.1
SIPA1L2	rna-XM_036087313.1
SIPA1L2	rna-XM_036087307.1
SIPA1L2	rna-XM_036087308.1
SIPA1L2	rna-XM_036087309.1
SIPA1L2	rna-XM_036087312.1
SIPA1L3	rna-XM_036118425.1
SIPA1L3	rna-XM_036118430.1
SIPA1L3	rna-XM_036118426.1
SIPA1L3	rna-XM_036118429.1
SIPA1L3	rna-XM_036118428.1
SIPA1L3	rna-XM_036118427.1
SIPA1L3	MSTRG.10033.8
SIPA1L3	MSTRG.10033.7
SIRPA	rna-XM_036093282.1
SIRPA	rna-XM_036093281.1
SIRPA	rna-XM_036093280.1
SIRPA	MSTRG.22200.2
SIRPA	MSTRG.22200.3
SIRPB2	rna-XM_036082402.1
SIRT1	rna-XM_036113876.1
SIRT1	rna-XM_036113878.1
SIRT1	rna-XM_036113877.1
SIRT1	MSTRG.8554.1
SIRT2	rna-XM_036094930.1
SIRT2	rna-XM_036094931.1
SIRT2	rna-XM_036094933.1
SIRT2	MSTRG.22789.3
SIRT2	MSTRG.22789.4
SIRT2	MSTRG.22789.7
SIRT2	MSTRG.22790.2
SIRT3	rna-XM_036066849.1
SIRT3	rna-XM_036066851.1
SIRT3	rna-XM_036066850.1
SIRT3	rna-XM_036066847.1
SIRT3	rna-XM_036066848.1
SIRT3	MSTRG.13004.9
SIRT3	MSTRG.13004.1
SIRT4	rna-XM_036081981.1
SIRT4	rna-XM_036081982.1
SIRT4	MSTRG.18221.1
SIRT5	rna-XM_036085762.1
SIRT5	rna-XM_036085759.1
SIRT5	rna-XM_036085761.1
SIRT5	rna-XM_036085756.1
SIRT5	rna-XM_036085764.1
SIRT5	rna-XM_036085763.1
SIRT5	rna-XM_036085758.1
SIRT5	rna-XM_036085757.1
SIRT5	MSTRG.19573.4
SIRT5	MSTRG.19574.1
SIRT6	rna-XM_036116028.1
SIRT6	rna-XM_036116034.1
SIRT6	rna-XM_036116032.1
SIRT6	rna-XM_036116033.1
SIRT6	rna-XM_036116030.1
SIRT6	rna-XM_036116031.1
SIRT6	rna-XM_036116029.1
SIRT6	rna-XM_036116035.1
SIRT6	MSTRG.9241.7
SIRT7	rna-XM_036093725.1
SIRT7	rna-XM_036093714.1
SIRT7	rna-XM_036093706.1
SIT1	rna-XM_036081292.1
SIT1	rna-XM_036081288.1
SIT1	rna-XM_036081290.1
SIT1	rna-XM_036081287.1
SIT1	rna-XM_036081286.1
SIT1	rna-XM_036081289.1
SIVA1	rna-XM_036113855.1
SIVA1	rna-XM_036113875.1
SIVA1	rna-XM_036113845.1
SIVA1	rna-XR_004924100.1
SIVA1	rna-XM_036113837.1
SIVA1	rna-XM_036113867.1
SIX1	rna-XM_036097906.1
SIX2	rna-XM_036089429.1
SIX2	rna-XM_036089430.1
SIX3	rna-XM_036089431.1
SIX4	rna-XM_036068370.1
SIX4	rna-XM_036068371.1
SIX5	rna-XM_036091518.1
SIX6	rna-XM_036097905.1
SKA1	rna-XM_036078250.1
SKA1	rna-XM_036078251.1
SKA1	rna-XM_036078253.1
SKA1	rna-XM_036078252.1
SKA2	rna-XM_036106115.1
SKA2	MSTRG.5790.4
SKA2	MSTRG.5790.3
SKA3	rna-XM_036106622.1
SKAP1	rna-XM_036077421.1
SKAP2	rna-XM_036072930.1
SKAP2	rna-XM_036072929.1
SKI	rna-XM_036089576.1
SKI	rna-XM_036089574.1
SKI	rna-XM_036089575.1
SKI	MSTRG.20902.3
SKIDA1	rna-XM_036100140.1
SKIL	rna-XM_036081795.1
SKIL	rna-XM_036081794.1
SKIL	rna-XM_036081793.1
SKIL	rna-XM_036081796.1
SKIL	rna-XM_036081798.1
SKIL	rna-XM_036081797.1
SKIV2L	rna-XM_036108215.1
SKIV2L	MSTRG.6575.4
SKIV2L	MSTRG.6575.2
SKIV2L	MSTRG.6575.1
SKOR1	rna-XM_036087084.1
SKP1	rna-XM_036089067.1
SKP2	rna-XM_036107410.1
SKP2	rna-XM_036107411.1
SLA	rna-XM_036091138.1
SLA	MSTRG.21403.1
SLA	MSTRG.21403.2
SLA	MSTRG.21403.3
SLA2	rna-XM_036108066.1
SLA2	rna-XM_036108067.1
SLA2	MSTRG.6508.1
SLAIN1	rna-XM_036066934.1
SLAIN1	rna-XM_036066935.1
SLAIN1	MSTRG.13033.3
SLAIN2	rna-XM_036093050.1
SLAIN2	rna-XM_036093047.1
SLAIN2	rna-XM_036093048.1
SLAIN2	MSTRG.22091.4
SLAMF1	rna-XM_036084715.1
SLAMF1	MSTRG.19157.10
SLAMF6	rna-XM_036070482.1
SLAMF6	MSTRG.14275.6
SLAMF6	MSTRG.14275.5
SLAMF6	MSTRG.14275.3
SLAMF6	MSTRG.14275.4
SLAMF7	rna-XM_036084725.1
SLAMF7	rna-XM_036084726.1
SLAMF7	MSTRG.19155.1
SLAMF8	rna-XM_036091440.1
SLAMF8	rna-XM_036091439.1
SLAMF8	MSTRG.21500.4
SLAMF8	MSTRG.21500.1
SLAMF9	rna-XM_036091426.1
SLC10A1	rna-XM_036107281.1
SLC10A2	rna-XM_036066137.1
SLC10A3	rna-XM_036093327.1
SLC10A3	rna-XM_036093411.1
SLC10A3	MSTRG.217.3
SLC10A4	rna-XM_036093019.1
SLC10A5	rna-XM_036100811.1
SLC10A6	rna-XM_036096763.1
SLC10A6	rna-XM_036096762.1
SLC10A6	MSTRG.2612.7
SLC10A7	rna-XM_036077808.1
SLC10A7	rna-XM_036077810.1
SLC10A7	rna-XM_036077809.1
SLC10A7	rna-XM_036077807.1
SLC10A7	rna-XM_036077806.1
SLC10A7	rna-XM_036077805.1
SLC10A7	rna-XM_036077811.1
SLC11A1	rna-XM_036083092.1
SLC11A1	rna-XM_036083093.1
SLC11A1	rna-XM_036083094.1
SLC11A1	rna-XM_036083096.1
SLC11A2	rna-XM_036098909.1
SLC11A2	rna-XM_036098908.1
SLC11A2	rna-XM_036098906.1
SLC11A2	rna-XM_036098910.1
SLC11A2	MSTRG.3318.2
SLC12A1	rna-XM_036075954.1
SLC12A1	rna-XM_036075955.1
SLC12A1	rna-XM_036075956.1
SLC12A2	rna-XM_036072324.1
SLC12A2	rna-XM_036072325.1
SLC12A3	rna-XM_036068951.1
SLC12A3	rna-XR_004909840.1
SLC12A3	rna-XR_004909839.1
SLC12A3	rna-XR_004909841.1
SLC12A4	rna-XM_036114988.1
SLC12A4	rna-XM_036114987.1
SLC12A4	rna-XM_036114989.1
SLC12A4	rna-XM_036114990.1
SLC12A5	rna-XM_036075394.1
SLC12A5	rna-XM_036075392.1
SLC12A5	rna-XM_036075393.1
SLC12A6	rna-XM_036082572.1
SLC12A6	rna-XM_036082573.1
SLC12A6	rna-XM_036082575.1
SLC12A6	MSTRG.18429.1
SLC12A6	MSTRG.18429.5
SLC12A6	MSTRG.18430.1
SLC12A7	rna-XM_036113661.1
SLC12A7	rna-XM_036113663.1
SLC12A7	rna-XM_036113658.1
SLC12A7	rna-XM_036113659.1
SLC12A7	rna-XM_036113664.1
SLC12A7	rna-XM_036113660.1
SLC12A7	rna-XM_036113662.1
SLC12A7	MSTRG.8489.2
SLC12A7	MSTRG.8489.8
SLC12A7	MSTRG.8489.9
SLC12A8	rna-XM_036071641.1
SLC12A9	rna-XM_036073372.1
SLC12A9	rna-XM_036073373.1
SLC12A9	rna-XM_036073374.1
SLC12A9	rna-XM_036073375.1
SLC12A9	rna-XM_036073376.1
SLC13A1	rna-XM_036081882.1
SLC13A2	rna-XM_036122013.1
SLC13A2	rna-XM_036122014.1
SLC13A2	rna-XM_036122016.1
SLC13A3	rna-XM_036069686.1
SLC13A3	rna-XM_036069688.1
SLC13A3	rna-XM_036069687.1
SLC13A4	rna-XM_036100656.1
SLC13A4	rna-XM_036100648.1
SLC13A5	rna-XM_036078378.1
SLC13A5	rna-XM_036078369.1
SLC13A5	rna-XM_036078370.1
SLC13A5	rna-XM_036078371.1
SLC13A5	rna-XR_004912857.1
SLC13A5	rna-XM_036078374.1
SLC13A5	rna-XM_036078376.1
SLC13A5	rna-XM_036078375.1
SLC13A5	rna-XM_036078372.1
SLC13A5	rna-XM_036078373.1
SLC13A5	rna-XM_036078379.1
SLC14A1	MSTRG.6336.9
SLC15A1	rna-XM_036122366.1
SLC15A1	rna-XM_036122506.1
SLC15A1	rna-XM_036122426.1
SLC15A2	rna-XM_036093730.1
SLC15A2	rna-XM_036093731.1
SLC15A3	rna-XM_036110636.1
SLC15A3	MSTRG.7423.8
SLC15A4	rna-XM_036108287.1
SLC15A4	rna-XM_036108433.1
SLC15A4	rna-XM_036108362.1
SLC15A4	MSTRG.72.1
SLC15A4	MSTRG.72.5
SLC15A5	rna-XM_036080341.1
SLC16A10	rna-XM_036105348.1
SLC16A11	rna-XM_036066223.1
SLC16A11	rna-XM_036066224.1
SLC16A11	rna-XM_036066220.1
SLC16A11	rna-XM_036066219.1
SLC16A11	rna-XM_036066222.1
SLC16A11	rna-XM_036066221.1
SLC16A12	rna-XM_036084688.1
SLC16A12	rna-XM_036084687.1
SLC16A12	rna-XM_036084689.1
SLC16A13	rna-XM_036066217.1
SLC16A13	rna-XM_036066216.1
SLC16A13	MSTRG.12789.5
SLC16A13	MSTRG.12789.4
SLC16A14	rna-XM_036071521.1
SLC16A14	rna-XM_036071522.1
SLC16A14	rna-XM_036071523.1
SLC16A2	rna-XM_036071817.1
SLC16A3	rna-XM_036093318.1
SLC16A3	rna-XM_036093307.1
SLC16A3	rna-XM_036093289.1
SLC16A3	rna-XM_036093298.1
SLC16A4	rna-XM_036076418.1
SLC16A4	rna-XM_036076417.1
SLC16A5	rna-XM_036088693.1
SLC16A5	rna-XM_036088695.1
SLC16A5	rna-XM_036088696.1
SLC16A5	rna-XM_036088692.1
SLC16A5	rna-XM_036088694.1
SLC16A5	rna-XM_036088701.1
SLC16A5	rna-XM_036088702.1
SLC16A5	rna-XM_036088700.1
SLC16A5	rna-XM_036088697.1
SLC16A5	rna-XM_036088698.1
SLC16A5	MSTRG.20558.9
SLC16A5	MSTRG.20558.11
SLC16A6	rna-XM_036075582.1
SLC16A7	rna-XM_036073846.1
SLC16A7	rna-XM_036073843.1
SLC16A7	rna-XM_036073844.1
SLC16A7	rna-XM_036073845.1
SLC16A7	MSTRG.15532.2
SLC16A8	rna-XM_036102266.1
SLC16A9	rna-XM_036106575.1
SLC16A9	rna-XM_036106572.1
SLC16A9	rna-XM_036106573.1
SLC16A9	rna-XM_036106571.1
SLC16A9	rna-XM_036106574.1
SLC16A9	MSTRG.9903.1
SLC17A2	rna-XM_036112289.1
SLC17A2	rna-XM_036112287.1
SLC17A2	rna-XM_036112288.1
SLC17A4	rna-XM_036112282.1
SLC17A4	rna-XM_036112286.1
SLC17A4	rna-XM_036112284.1
SLC17A4	rna-XM_036112283.1
SLC17A4	rna-XM_036112280.1
SLC17A4	rna-XM_036112281.1
SLC17A4	rna-XM_036112285.1
SLC17A5	rna-XM_036067702.1
SLC17A5	rna-XM_036067703.1
SLC17A5	MSTRG.15562.2
SLC17A5	MSTRG.15562.3
SLC17A6	rna-XM_036117203.1
SLC17A7	rna-XM_036068252.1
SLC17A7	rna-XM_036068250.1
SLC17A8	rna-XM_036086030.1
SLC17A9	rna-XM_036105402.1
SLC17A9	rna-XR_004921340.1
SLC17A9	MSTRG.5605.21
SLC17A9	MSTRG.5605.11
SLC17A9	MSTRG.5605.22
SLC17A9	MSTRG.5605.24
SLC18A1	rna-XM_036064759.1
SLC18A1	rna-XM_036064760.1
SLC18A1	rna-XM_036064761.1
SLC18A2	rna-XM_036106551.1
SLC18A2	rna-XM_036106547.1
SLC18A2	MSTRG.607.2
SLC18A2	MSTRG.607.3
SLC18A2	MSTRG.607.4
SLC18A3	rna-XM_036073353.1
SLC18B1	rna-XM_036120808.1
SLC18B1	rna-XM_036120807.1
SLC18B1	rna-XM_036120809.1
SLC18B1	rna-XM_036120806.1
SLC18B1	MSTRG.10942.5
SLC18B1	MSTRG.10942.8
SLC19A1	rna-XM_036066765.1
SLC19A1	rna-XM_036066768.1
SLC19A1	rna-XR_004909131.1
SLC19A1	rna-XM_036066766.1
SLC19A1	rna-XM_036066767.1
SLC19A1	rna-XR_004909127.1
SLC19A1	rna-XR_004909128.1
SLC19A1	rna-XM_036066769.1
SLC19A1	rna-XR_004909130.1
SLC19A1	rna-XR_004909129.1
SLC19A1	rna-XR_004909132.1
SLC19A1	rna-XM_036066770.1
SLC19A1	rna-XM_036066771.1
SLC19A1	MSTRG.12997.2
SLC19A1	MSTRG.12997.5
SLC19A1	MSTRG.12997.12
SLC19A1	MSTRG.12997.1
SLC19A2	rna-XM_036098009.1
SLC19A2	rna-XM_036098008.1
SLC19A2	rna-XM_036098010.1
SLC19A2	MSTRG.3011.5
SLC1A1	rna-XM_036101217.1
SLC1A2	rna-XM_036106771.1
SLC1A2	rna-XM_036106766.1
SLC1A3	rna-XM_036074666.1
SLC1A3	MSTRG.15787.1
SLC1A4	rna-XM_036095325.1
SLC1A5	rna-XM_036114019.1
SLC1A5	MSTRG.8603.2
SLC1A6	rna-XM_036089080.1
SLC1A6	rna-XM_036089081.1
SLC1A6	MSTRG.20706.4
SLC1A6	MSTRG.20706.3
SLC1A7	rna-XM_036075269.1
SLC20A1	rna-XM_036103814.1
SLC20A1	rna-XM_036103815.1
SLC20A1	rna-XM_036103816.1
SLC20A2	rna-XM_036102320.1
SLC20A2	rna-XM_036102318.1
SLC20A2	rna-XM_036102322.1
SLC20A2	rna-XM_036102321.1
SLC20A2	rna-XM_036102319.1
SLC20A2	MSTRG.4593.6
SLC22A11	rna-XM_036101112.1
SLC22A12	rna-XM_036101113.1
SLC22A13	rna-XM_036094205.1
SLC22A13	rna-XM_036094204.1
SLC22A14	rna-XM_036094249.1
SLC22A15	rna-XM_036113347.1
SLC22A15	rna-XR_004923910.1
SLC22A15	MSTRG.8371.6
SLC22A15	MSTRG.8371.11
SLC22A15	MSTRG.8371.2
SLC22A16	rna-XM_036075344.1
SLC22A16	MSTRG.16032.1
SLC22A17	rna-XM_036114786.1
SLC22A17	rna-XM_036114787.1
SLC22A17	rna-XM_036114788.1
SLC22A17	MSTRG.8878.5
SLC22A18	rna-XM_036067790.1
SLC22A2	rna-XM_036110043.1
SLC22A2	MSTRG.7226.2
SLC22A23	rna-XM_036085810.1
SLC22A23	rna-XM_036085809.1
SLC22A3	rna-XM_036110038.1
SLC22A3	rna-XM_036110040.1
SLC22A31	rna-XM_036119703.1
SLC22A4	rna-XM_036106435.1
SLC22A4	rna-XM_036106431.1
SLC22A4	rna-XM_036106432.1
SLC22A4	rna-XM_036106434.1
SLC22A4	rna-XM_036106433.1
SLC22A4	rna-XR_004921665.1
SLC22A4	rna-XR_004921664.1
SLC22A4	rna-XR_004921666.1
SLC22A4	MSTRG.5925.15
SLC22A4	MSTRG.5925.6
SLC22A4	MSTRG.5925.7
SLC22A5	rna-XM_036106424.1
SLC22A5	MSTRG.5925.2
SLC22A5	MSTRG.5925.1
SLC22A5	MSTRG.5925.3
SLC22A6	rna-XM_036122151.1
SLC22A6	rna-XM_036122150.1
SLC22A7	rna-XM_036124025.1
SLC22A7	rna-XM_036124026.1
SLC22A8	rna-XM_036122152.1
SLC22A8	rna-XM_036122153.1
SLC23A1	rna-XM_036088852.1
SLC23A1	rna-XM_036088850.1
SLC23A1	rna-XM_036088853.1
SLC23A1	rna-XM_036088851.1
SLC23A1	rna-XM_036088854.1
SLC23A2	rna-XM_036093283.1
SLC23A2	rna-XM_036093287.1
SLC23A2	rna-XM_036093284.1
SLC23A2	rna-XM_036093286.1
SLC23A2	rna-XM_036093285.1
SLC23A2	rna-XM_036093288.1
SLC23A2	MSTRG.22145.9
SLC23A2	MSTRG.22145.10
SLC23A3	rna-XM_036083045.1
SLC23A3	rna-XM_036083046.1
SLC24A1	rna-XM_036087150.1
SLC24A1	rna-XM_036087151.1
SLC24A1	rna-XM_036087152.1
SLC24A1	rna-XM_036087154.1
SLC24A3	rna-XM_036085367.1
SLC24A3	MSTRG.19436.3
SLC24A4	rna-XM_036071553.1
SLC24A4	rna-XM_036071555.1
SLC24A4	rna-XM_036071554.1
SLC24A4	rna-XM_036071558.1
SLC24A4	rna-XM_036071557.1
SLC24A4	MSTRG.14686.6
SLC24A4	MSTRG.14686.7
SLC24A5	rna-XM_036075953.1
SLC25A1	rna-XM_036104266.1
SLC25A1	MSTRG.5208.2
SLC25A10	rna-XM_036094162.1
SLC25A10	rna-XM_036094172.1
SLC25A11	rna-XM_036078290.1
SLC25A12	rna-XM_036105498.1
SLC25A12	rna-XM_036105499.1
SLC25A12	rna-XM_036105502.1
SLC25A12	rna-XM_036105500.1
SLC25A12	rna-XM_036105497.1
SLC25A12	MSTRG.5619.6
SLC25A13	rna-XM_036094713.1
SLC25A13	rna-XM_036094709.1
SLC25A13	rna-XM_036094710.1
SLC25A13	rna-XM_036094711.1
SLC25A13	MSTRG.22675.4
SLC25A13	MSTRG.22675.6
SLC25A13	MSTRG.22675.5
SLC25A15	rna-XM_036072066.1
SLC25A15	MSTRG.14853.4
SLC25A16	rna-XM_036113838.1
SLC25A16	rna-XM_036113840.1
SLC25A16	rna-XM_036113839.1
SLC25A16	rna-XM_036113841.1
SLC25A18	rna-XM_036116519.1
SLC25A18	rna-XM_036116523.1
SLC25A18	rna-XM_036116521.1
SLC25A18	rna-XM_036116522.1
SLC25A18	rna-XM_036116529.1
SLC25A18	rna-XM_036116517.1
SLC25A18	rna-XM_036116525.1
SLC25A18	rna-XM_036116520.1
SLC25A18	rna-XM_036116518.1
SLC25A18	rna-XM_036116530.1
SLC25A18	rna-XM_036116527.1
SLC25A18	rna-XM_036116528.1
SLC25A18	rna-XM_036116524.1
SLC25A18	rna-XM_036116526.1
SLC25A19	rna-XM_036088704.1
SLC25A19	rna-XM_036088703.1
SLC25A19	MSTRG.20544.6
SLC25A19	MSTRG.20544.4
SLC25A2	rna-XM_036123589.1
SLC25A20	rna-XM_036079752.1
SLC25A21	rna-XM_036103885.1
SLC25A22	rna-XM_036083710.1
SLC25A22	rna-XM_036083712.1
SLC25A22	rna-XM_036083708.1
SLC25A22	rna-XM_036083713.1
SLC25A22	rna-XM_036083711.1
SLC25A22	MSTRG.18773.1
SLC25A22	MSTRG.18778.8
SLC25A23	rna-XM_036120653.1
SLC25A23	rna-XM_036120654.1
SLC25A23	rna-XM_036120655.1
SLC25A25	rna-XM_036086147.1
SLC25A25	rna-XM_036086151.1
SLC25A25	rna-XM_036086149.1
SLC25A25	rna-XM_036086148.1
SLC25A25	rna-XM_036086152.1
SLC25A25	rna-XM_036086146.1
SLC25A25	rna-XM_036086150.1
SLC25A25	MSTRG.19718.9
SLC25A25	MSTRG.19718.8
SLC25A26	rna-XM_036074658.1
SLC25A26	rna-XM_036074661.1
SLC25A26	rna-XM_036074656.1
SLC25A26	rna-XM_036074660.1
SLC25A26	rna-XM_036074659.1
SLC25A26	rna-XM_036074655.1
SLC25A26	rna-XM_036074657.1
SLC25A26	MSTRG.15791.7
SLC25A26	MSTRG.15791.17
SLC25A27	rna-XR_004924096.1
SLC25A27	rna-XM_036113946.1
SLC25A27	rna-XM_036113881.1
SLC25A27	rna-XM_036113608.1
SLC25A27	rna-XM_036113764.1
SLC25A27	rna-XM_036113690.1
SLC25A27	rna-XR_004924144.1
SLC25A27	rna-XM_036114061.1
SLC25A27	MSTRG.75.11
SLC25A28	rna-XM_036116958.1
SLC25A28	rna-XM_036116960.1
SLC25A28	MSTRG.9536.2
SLC25A29	rna-XM_036100048.1
SLC25A29	MSTRG.3745.3
SLC25A29	MSTRG.3746.1
SLC25A3	rna-XM_036086048.1
SLC25A3	rna-XM_036086047.1
SLC25A3	MSTRG.8784.1
SLC25A30	rna-XM_036071693.1
SLC25A30	rna-XR_004910696.1
SLC25A30	rna-XM_036071687.1
SLC25A30	rna-XM_036071686.1
SLC25A30	rna-XM_036071691.1
SLC25A30	rna-XM_036071692.1
SLC25A30	rna-XM_036071690.1
SLC25A30	rna-XM_036071689.1
SLC25A30	rna-XM_036071685.1
SLC25A30	rna-XM_036071688.1
SLC25A30	rna-XM_036071694.1
SLC25A30	MSTRG.14729.5
SLC25A30	MSTRG.14729.6
SLC25A30	MSTRG.14729.7
SLC25A31	rna-XM_036079415.1
SLC25A32	rna-XM_036120155.1
SLC25A33	rna-XM_036090484.1
SLC25A33	rna-XM_036090485.1
SLC25A34	rna-XM_036067058.1
SLC25A35	rna-XM_036094554.1
SLC25A35	rna-XM_036094555.1
SLC25A36	rna-XM_036102670.1
SLC25A36	rna-XM_036102660.1
SLC25A36	MSTRG.462.1
SLC25A37	rna-XM_036075087.1
SLC25A37	rna-XM_036075089.1
SLC25A37	rna-XM_036075091.1
SLC25A37	rna-XM_036075090.1
SLC25A37	rna-XM_036075088.1
SLC25A37	MSTRG.15957.2
SLC25A37	MSTRG.15957.3
SLC25A38	rna-XM_036076820.1
SLC25A38	rna-XM_036076821.1
SLC25A38	rna-XM_036076822.1
SLC25A38	MSTRG.21002.1
SLC25A39	rna-XM_036071249.1
SLC25A39	rna-XM_036071250.1
SLC25A4	rna-XM_036070611.1
SLC25A40	rna-XM_036106282.1
SLC25A40	rna-XM_036106284.1
SLC25A40	rna-XM_036106283.1
SLC25A40	rna-XM_036106277.1
SLC25A40	rna-XM_036106278.1
SLC25A40	rna-XM_036106281.1
SLC25A41	rna-XM_036120662.1
SLC25A41	rna-XM_036120661.1
SLC25A41	rna-XM_036120663.1
SLC25A41	rna-XM_036120660.1
SLC25A42	rna-XM_036093930.1
SLC25A42	rna-XM_036093931.1
SLC25A42	rna-XM_036093932.1
SLC25A42	MSTRG.22410.1
SLC25A44	MSTRG.134.10
SLC25A45	rna-XM_036077656.1
SLC25A45	rna-XM_036077657.1
SLC25A45	rna-XM_036077658.1
SLC25A46	rna-XM_036065766.1
SLC25A46	MSTRG.12640.2
SLC25A47	rna-XM_036100039.1
SLC25A47	rna-XM_036100038.1
SLC25A47	rna-XM_036100040.1
SLC25A47	rna-XM_036100041.1
SLC25A47	MSTRG.3744.1
SLC25A48	rna-XM_036114331.1
SLC25A48	rna-XM_036114333.1
SLC25A48	rna-XM_036114332.1
SLC25A48	rna-XM_036114329.1
SLC25A48	rna-XM_036114334.1
SLC25A48	rna-XM_036114328.1
SLC25A48	rna-XM_036114330.1
SLC25A48	rna-XM_036114326.1
SLC25A48	rna-XM_036114341.1
SLC25A48	rna-XM_036114342.1
SLC25A48	rna-XM_036114344.1
SLC25A48	rna-XM_036114338.1
SLC25A48	rna-XM_036114335.1
SLC25A48	rna-XM_036114337.1
SLC25A48	rna-XM_036114339.1
SLC25A48	rna-XM_036114336.1
SLC25A48	rna-XM_036114340.1
SLC25A48	MSTRG.8713.2
SLC25A51	rna-XM_036100494.1
SLC25A51	rna-XM_036100492.1
SLC25A51	rna-XM_036100491.1
SLC25A51	rna-XM_036100499.1
SLC25A51	rna-XM_036100503.1
SLC25A51	rna-XM_036100502.1
SLC25A51	rna-XM_036100500.1
SLC25A51	rna-XM_036100501.1
SLC25A51	rna-XM_036100493.1
SLC25A51	rna-XM_036100495.1
SLC25A51	rna-XM_036100484.1
SLC25A51	rna-XM_036100482.1
SLC25A51	rna-XM_036100480.1
SLC25A51	rna-XM_036100485.1
SLC25A51	rna-XM_036100481.1
SLC25A51	rna-XM_036100483.1
SLC25A51	rna-XM_036100497.1
SLC25A51	rna-XM_036100498.1
SLC25A51	rna-XM_036100496.1
SLC25A51	rna-XM_036100490.1
SLC25A51	rna-XM_036100486.1
SLC25A51	rna-XM_036100489.1
SLC25A51	rna-XM_036100487.1
SLC25A51	MSTRG.3942.1
SLC25A51	MSTRG.3942.34
SLC25A51	MSTRG.3942.37
SLC25A51	MSTRG.3942.35
SLC25A51	MSTRG.3942.3
SLC25A51	MSTRG.3942.36
SLC25A51	MSTRG.3942.31
SLC25A51	MSTRG.3942.33
SLC25A51	MSTRG.3942.6
SLC25A51	MSTRG.3942.5
SLC25A51	MSTRG.3942.32
SLC25A51	MSTRG.3942.2
SLC25A51	MSTRG.3942.4
SLC25A53	rna-XM_036096100.1
SLC25A53	rna-XM_036096101.1
SLC25A6	rna-XM_036119275.1
SLC26A1	rna-XM_036094345.1
SLC26A11	rna-XM_036067391.1
SLC26A11	MSTRG.13201.2
SLC26A2	rna-XM_036080654.1
SLC26A3	rna-XM_036084032.1
SLC26A4	rna-XM_036101390.1
SLC26A4	rna-XM_036101396.1
SLC26A4	rna-XM_036101395.1
SLC26A4	rna-XM_036101392.1
SLC26A4	rna-XR_004920210.1
SLC26A4	rna-XM_036101391.1
SLC26A4	rna-XM_036101394.1
SLC26A4	rna-XM_036101393.1
SLC26A5	rna-XM_036067467.1
SLC26A6	rna-XM_036079567.1
SLC26A6	rna-XM_036079603.1
SLC26A6	rna-XM_036079585.1
SLC26A6	rna-XM_036079617.1
SLC26A6	rna-XM_036079612.1
SLC26A6	rna-XM_036079595.1
SLC26A6	rna-XM_036079623.1
SLC26A6	rna-XM_036079575.1
SLC26A6	MSTRG.1819.4
SLC26A7	rna-XM_036107286.1
SLC26A7	rna-XM_036107285.1
SLC26A7	rna-XM_036107284.1
SLC26A8	rna-XM_036096911.1
SLC26A9	rna-XM_036077234.1
SLC27A1	rna-XM_036118842.1
SLC27A1	rna-XM_036118840.1
SLC27A2	rna-XM_036101926.1
SLC27A2	rna-XM_036101925.1
SLC27A2	rna-XM_036101924.1
SLC27A3	rna-XM_036066899.1
SLC27A3	rna-XM_036066900.1
SLC27A4	rna-XM_036117770.1
SLC27A4	rna-XM_036117759.1
SLC27A4	rna-XM_036117763.1
SLC27A4	rna-XM_036117776.1
SLC27A4	rna-XM_036117787.1
SLC27A5	rna-XM_036074449.1
SLC27A5	rna-XM_036074498.1
SLC27A5	rna-XR_004911603.1
SLC27A5	rna-XR_004911607.1
SLC27A5	MSTRG.164.1
SLC27A6	rna-XM_036082061.1
SLC27A6	rna-XM_036082062.1
SLC28A1	rna-XM_036083085.1
SLC28A1	rna-XM_036083095.1
SLC28A3	rna-XM_036113476.1
SLC29A1	rna-XM_036082761.1
SLC29A1	rna-XM_036082760.1
SLC29A1	rna-XM_036082762.1
SLC29A1	MSTRG.18495.5
SLC29A1	MSTRG.18495.4
SLC29A1	MSTRG.18490.1
SLC29A2	rna-XM_036121527.1
SLC29A2	rna-XM_036121526.1
SLC29A3	rna-XM_036083926.1
SLC29A3	rna-XM_036083925.1
SLC29A3	MSTRG.18866.3
SLC29A3	MSTRG.18866.5
SLC29A3	MSTRG.18866.4
SLC29A3	MSTRG.18866.7
SLC29A4	rna-XM_036116568.1
SLC29A4	rna-XM_036116566.1
SLC29A4	rna-XM_036116567.1
SLC2A1	rna-XM_036073454.1
SLC2A1	rna-XM_036073453.1
SLC2A1	MSTRG.15394.2
SLC2A10	rna-XM_036069691.1
SLC2A10	rna-XM_036069690.1
SLC2A11	rna-XM_036076497.1
SLC2A11	rna-XM_036076498.1
SLC2A12	rna-XM_036097437.1
SLC2A12	MSTRG.2822.1
SLC2A13	rna-XM_036106174.1
SLC2A2	rna-XM_036075610.1
SLC2A3	rna-XM_036116583.1
